"table_name","field_sequence","column_name","column_description"
"lab_major_tr_elements_oxides","13","silicon_major_element","Silicon_Major_Element is the total Si measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","18","silver_trace_element","Silver_Trace_Element is the total Ag measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","11","sodium_major_element","Sodium_Major_Element is the total Na measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","14","strontium_major_element","Strontium_Major_Element is the total Sr measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","35","strontium_trace_element","Strontium_Trace_Element is the total Sr measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","36","thallium_trace_element","Thallium_Trace_Element is the total Tl measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","34","tin_trace_element","Tin_Trace_Element is the total Sn measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","15","titanium_major_element","Titanium_Major_Element is the total Ti measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","17","trace_element_method","trace_element analysis method"
"lab_major_tr_elements_oxides","38","tungsten_trace_element","Tungsten_Trace_Element is the total W measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","37","vanadium_trace_element","Vanadium_Trace_Element is the total V measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","39","zinc_trace_element","Zinc_Trace_Element is the total Zn measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_major_tr_elements_oxides","16","zirconium_major_element","Zirconium_Major_Element is total Zr measured after total dissolution of a size fraction of soil material. It is reported as mg/kg on less than 2 mm fraction."
"lab_method_code","1","mcid","mcid"
"lab_method_code","5","proced_abbrev","A character string containing the procedure abbreviation."
"lab_method_code","7","proced_code","proced_code"
"lab_method_code","6","proced_desc","proced_desc"
"lab_method_code","4","proced_name","A character string containing the Soil Survey Laboratory name of the procedure."
"lab_method_code","2","procedure_key","procedure key"
"lab_method_code","3","requested_anal_name","requested_anal_name"
"lab_method_code","8","source_system_key","source_system key"
"lab_method_code","9","source_system_name","source_system_name"
"lab_mineralogy_glass_count","24","AC_Actinolite_Petro_Count","Quantity of actinolite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","27","AE_Anatase_Petro_Count","Quantity of anatase mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","37","AF_Arfvedsonite_Petro_Count","Quantity of arfvedsonite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","34","AG_Antigorite_Petro_Count","Quantity of antigorite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","33","AH_Anthophyllite_Petro_Count","Quantity of anthrophyllite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","170","AI_Aegirine_Augite_Petro_Count","Quantity of aegirine-augite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","171","AL_Allophane_Petro_Count","Quantity of allophane mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","26","AM_Amphibole_Petro_Count","Quantity of amphibole mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","28","AN_andalusite_Petro_Count","Quantity of andalusite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","5","analyzed_size_frac","analyzed_size_frac"
"lab_mineralogy_glass_count","36","AO_Aragonite_Petro_Count","Quantity of aragonite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","35","AP_Apatite_Petro_Count","Quantity of apatite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","20","AR_Weatherable_Aggregates_Glass_Count","Quantity of weatherable aggregate glass grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","165","AR_Weatherable_Aggregates_Petro_Count","Quantity of weatherable aggregates mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","38","AU_Augite_Petro_Count","Quantity of augite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","30","AY_Anhydrite_Petro_Count","Quantity of anhydrite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","39","BA_Barite_Petro_Count","Quantity of barite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","43","BC_Biotite_Chlorite_Petro_Count","Quantity of biotite-chlorite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","44","BE_Bohmite_Petro_Count","Quantity of bohmite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","7","BG_Basic_Glass_Count","Quantity of dark-colored glass grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","40","BG_Basic_Glass_Petro_Count","Quantity of basic glass mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","46","BK_Brookite_Petro_Count","Quantity of brookite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","47","BR_Brucite_Petro_Count","Quantity of brucite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","42","BT_Biotite_Petro_Count","Quantity of biotite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","41","BY_Beryl_Petro_Count","Quantity of beryl mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","45","BZ_Bronzite_Petro_Count","Quantity of bronzite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","48","CA_Calcite_Petro_Count","Quantity of calcite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","49","CB_Carbonate_Aggregates_Petro_Count","Quantity of carbonate aggregates mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","58","CC_Coal_Petro_Count","Quantity of coal mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","51","CD_Chert_Chalcedony_Jasper_Agate_Onyx_Petro_Count","Quantity of chert-chalcedony-jasper-agate-onyx mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","172","CE_Cobaltite_Petro_Count","Quantity of cobaltite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","56","CH_Cliachite_Bauxite_Petro_Count","Quantity of cliachite bauxite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","52","CL_Chlorite_Petro_Count","Quantity of chlorite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","53","CM_Chlorite_Mica_Petro_Count","Quantity of chlorite-mica mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","60","CN_Corundum_Petro_Count","Quantity of corundum mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","59","CO_Collophane_Petro_Count","Quantity of collophane mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","61","CR_Cristobalite_Petro_Count","Quantity of cristobalite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","50","CT_Cassiterite_Petro_Count","Quantity of cassiterite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","54","CY_Chrysotile_Petro_Count","Quantity of chrysotile mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","57","CZ_Clinozoisite_Petro_Count","Quantity of clinozoisite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","8","DI_Diatoms_Glass_Count","Quantity of diatoms glass grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","62","DI_Diatoms_Petro_Count","Quantity of diatoms mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","64","DL_Dolomite_Petro_Count","Quantity of dolomite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","63","DP_Diopside_Petro_Count","Quantity of diopside mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","65","DU_Dumortierite_Petro_Count","Quantity of dumortierite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","66","EN_Enstatite_Petro_Count","Quantity of enstatite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","67","EP_Epidote_Petro_Count","Quantity of epidote mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","29","FA_andesite_Petro_Count","Quantity of andesite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","25","FB_Albite_Petro_Count","Quantity of albite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","111","FC_Microcline_Petro_Count","Quantity of microcline mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","68","FD_Feldspar_Petro_Count","Quantity of feldspar mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","95","FE_Iron_Oxides_Geothite_Magnetite_Hematite_Li_Petro_Count","Quantity of iron oxides geothite magnetite hematite li mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","72","FF_Foraminifera_Petro_Count","Quantity of foraminifera mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","11","FG_Glass_Coated_Feldspar_Glass_Count","Quantity of glass coated feldspar glass grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","77","FG_Glass_Coated_Feldspar_Petro_Count","Quantity of glass coated feldspar mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","32","FH_Anorthoclase_Petro_Count","Quantity of anorthoclase mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","131","FK_Potassium_Feldspar_Petro_Count","Quantity of potassium feldspar mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","99","FL_Labradorite_Petro_Count","Quantity of labradorite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","70","FM_Ferromagnesium_Petro_Count","Quantity of ferromagnesium mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","31","FN_Anorthite_Petro_Count","Quantity of anorthite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","117","FO_Oligoclase_Petro_Count","Quantity of oligoclase mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","127","FP_Plagioclase_Feldspar_Petro_Count","Quantity of plagioclase mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","120","FR_Orthoclase_Petro_Count","Quantity of orthoclase mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","143","FS_Sanidine_Petro_Count","Quantity of sanidine mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","71","FU_Fluorite_Petro_Count","Quantity of fluorite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","69","FZ_Feldspathoids_Petro_Count","Quantity of feldspathoids mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","9","GA_Glass_Aggregates_Glass_Count","Quantity of glass aggreagates glass grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","76","GA_Glass_Aggregates_Petro_Count","Quantity of glass aggregates mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","12","GC_Glass_Coated_Grain_Glass_Count","Quantity of glass coated grains in the glass count from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","78","GC_Glass_Coated_Grain_Petro_Count","Quantity of glass coated mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","87","GD_Gold_Petro_Count","Quantity of gold mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","86","GE_Goethite_Petro_Count","Quantity of goethite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","73","GG_Galena_Petro_Count","Quantity of galea mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","75","GI_Gibbsite_Petro_Count","Quantity of gibbsite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","84","GL_Glauconite_Petro_Count","Quantity of glauconite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","6","Glass_Count_Method","Method counting 300 grains of a specific PSDA sand or silt fraction using a petrographic microscope, and identifying only the glass or glass coated grains; all other minerals are placed in the OTHER category; results are expressed as % of the PSDA fraction"
"lab_mineralogy_glass_count","196","Glass_Count_Mineral_Interpretation","glass_count_interpretation"
"lab_mineralogy_glass_count","16","GM_Glassy_Materials_Glass_Count","Quantity of glassy materials glass grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","83","GM_Glassy_Matrials_Petro_Count","Quantity of glassy minerals mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","74","GN_Garnet_Petro_Count","Quantity of garnet mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","85","GO_Glaucophane_Petro_Count","Quantity of glaucophane mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","10","GS_Glass_Glass_Count","Quantity of glass grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","82","GS_Glass_Petro_Count","Quantity of glass mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","88","GY_Gypsum_Petro_Count","Quantity of gypsum mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","173","HA_Halite_Petro_Count","Quantity of halite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","92","HB_Hydrobiotite_Petro_Count","Quantity of hydrobiotite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","90","HE_Hematite_Petro_Count","Quantity of hematite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","13","HG_Glass_Coated_Hornblende_Glass_Count","Quantity of glass coated hornblende grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","79","HG_Glass_Coated_Hornblende_Petro_Count","Quantity of glass coated hornblende mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","91","HN_Hornblende_Petro_Count","Quantity of hornblende mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","190","HS_Hydroxy_Interlayer_Smectite_Petro_Count","Quantity of hydroxy-interlayer-smectite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","191","HV_Hydroxy_Interlayer_Vermiculite_Petro_Count","Quantity of hydroxy-interlayered-vermiculite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","189","HY_Hypersthene_Petro_Count","Quantity of hypersthene mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","93","ID_Iddingsite_Petro_Count","Quantity of iddingsite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","174","IL_Illite_Hydromuscovite_Petro_Count","Quantity of illite-hydromuscovite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","96","JO_Jarosite_Petro_Count","Quantity of jarosite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","89","KH_Halloysite_Petro_Count","Quantity of halloysite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","97","KK_Kaolinite_Petro_Count","Quantity of kaolinite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","98","KY_Kyanite_Petro_Count","Quantity of kyanite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","100","LA_Lamprobolite_Petro_Count","Quantity of lamprobolite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","2","labsampnum","A unique identifier number for the pedon assigned by the laboratory. This number is used to link the morphological pedon description with the associated measured property values from the laboratory."
"lab_mineralogy_glass_count","1","layer_key","An integer number that uniquely identifies a particular layer"
"lab_mineralogy_glass_count","175","LC_Analcime_Petro_Count","Quantity of analcime mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","176","LE_Lepidocrocite_Petro_Count","Quantity of lepidocrocite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","177","LI_Leucite_Petro_Count","Quantity of leucite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","104","LM_Limonite_Petro_Count","Quantity of limonite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","102","LO_Lepidomelane_Petro_Count","Quantity of lepidomelane mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","101","LP_Lepidolite_Petro_Count","Quantity of lepidolite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","105","LT_Lithiophorite_Petro_Count","Quantity of lithiophorite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","103","LU_Leucoxene_Petro_Count","Quantity of leucoxene mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","178","MC_Montmorillonite_Chlorite_Petro_Count","Quantity of montmorillonite-chlorite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","138","MD_Resistant_Mineraloids_Petro_Count","Quantity of resistant mineraloids mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","106","ME_Magnesite_Petro_Count","Quantity of magnesite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","107","MG_Magnetite_Petro_Count","Quantity of magnetite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","179","MH_Maghemite_Petro_Count","Quantity of maghemite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","110","MI_Mica_Petro_Count","Quantity of mica mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","109","ML_Melilite_Petro_Count","Quantity of melilite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","180","MM_Montmorillonite_Mica_Petro_Count","Quantity of montmorillonite-mica mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","108","MR_Marcasite_Petro_Count","Quantity of marcasite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","114","MS_Muscovite_Petro_Coun","Quantity of muscovite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","113","MT_Montmorillonite_Petro_Count","Quantity of montmorillonite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","181","MV_Montmorillonite_Vermiculite_Petro_Count","Quantity of montmorillonite-vermiculite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","112","MZ_Monazite_Petro_Count","Quantity of monazite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","115","NE_Nepheline_Petro_Count","Quantity of nepheline mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","116","NX_Non_Crystalline_Petro_Count","Quantity of non-crystalline mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","80","OG_Glass_Coated_Opaque_Petro_Count","Quantity of glass coated opaque mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","14","OG_Glass_Coated_Opaques_Glass_Count","Quantity of glass coated opagues glass grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","119","OP_Opaques_Petro_Count","Quantity of opaques mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","121","OR_Other_Resistant_Minerals_Petro_Count","Quantity of other resistant mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","17","OT_Other_Glass_Count","Quantity of other glass grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","123","OT_Other_Petro_Count","Quantity of other mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","118","OV_Olivine_Petro_Count","Quantity of olivine mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","122","OW_Other_Weatherable_Minerals_Petro_Count","Quantity of other weatherable mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","21","PA_Palagonite_Glass_Count","pa_palagonite_glass_count"
"lab_mineralogy_glass_count","182","PA_Palagonite_Petro_Count","Quantity of palagonite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","126","PD_Piemontite_Petro_Count","Quantity of piemontite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","23","Petro_Count_Method","Method counting 300 grains of a specific PSDA sand or silt fraction using a petrographic microscope, and identifying and quantifying the grains for each mineral type; results are expressed in percentage of the fraction"
"lab_mineralogy_glass_count","183","PG_Palygorskite_Petro_Count","Quantity of palygorskite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","132","PI_Pyrite_Petro_Count","Quantity of pyrite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","129","PJ_Plumbojarosite_Petro_Count","Quantity of plumbojarosite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","124","PK_Perovskite_Petro_Count","Quantity of perovskite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","125","PL_Phlogophit_Petro_Count","Quantity of phlogophite mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","22","PM_Pumice_Glass_Count","pm_pumice_glass_count"
"lab_mineralogy_glass_count","192","PM_Pumice_Petro_Count","Quantity of pumice mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","130","PN_Pollen_Petro_Count","Quantity of pollen mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","18","PO_Plant_Opal_Glass_Count","Quantity of plant opal glass grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
"lab_mineralogy_glass_count","128","PO_Plant_Opal_Petro_Count","Quantity of plant opal mineral grains from a total examination of 300 grains in a specific PSDA sand or silt fraction using a petrographic microscope."
